Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgCs,PrgPs,PrgRs,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
316,Kyle Walker,engENG,DF,Manchester City,34-340,1990.0,15,9,970,10.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.6,12,64,11,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches
317,Kyle Walker-Peters,engENG,DF,Southampton,28-020,1997.0,32,32,"2,828",31.4,0,2,2,0,0,0,5,0,0.8,0.8,2.7,3.6,112,134,139,0.0,0.06,0.06,0.0,0.06,0.03,0.09,0.11,0.03,0.11,Matches
318,Lamare Bogarde,nlNED,"DF,MF",Aston Villa,21-118,2004.0,8,5,476,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,12,14,9,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
319,Leandro Trossard,beBEL,FW,Arsenal,30-150,1994.0,34,25,"2,264",25.2,8,5,13,8,0,0,4,1,6.6,6.6,5.1,11.8,71,91,202,0.32,0.2,0.52,0.32,0.52,0.26,0.2,0.47,0.26,0.47,Matches
320,Leif Davis,engENG,DF,Ipswich Town,25-111,2000.0,31,30,"2,563",28.5,1,2,3,1,0,0,5,1,0.9,0.9,4.3,5.2,48,55,117,0.04,0.07,0.11,0.04,0.11,0.03,0.15,0.18,0.03,0.18,Matches
321,Leny Yoro,frFRA,DF,Manchester Utd,19-171,2005.0,19,11,"1,069",11.9,0,0,0,0,0,0,5,0,0.7,0.7,0.0,0.7,19,48,4,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
322,Leon Bailey,jmJAM,"FW,MF",Aston Villa,27-267,1997.0,23,14,"1,138",12.6,1,2,3,1,0,0,3,0,1.7,1.7,1.5,3.3,57,35,121,0.08,0.16,0.24,0.08,0.24,0.14,0.12,0.26,0.14,0.26,Matches
323,Lesley Ugochukwu,frFRA,MF,Southampton,21-038,2004.0,23,15,"1,447",16.1,1,1,2,1,0,0,5,0,0.8,0.8,1.0,1.8,27,48,20,0.06,0.06,0.12,0.06,0.12,0.05,0.06,0.11,0.05,0.11,Matches
324,Levi Colwill,engENG,DF,Chelsea,22-066,2003.0,31,31,"2,789",31.0,1,1,2,1,0,0,8,0,1.3,1.3,1.1,2.5,13,124,11,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,Matches
325,Lewis Cook,engENG,"MF,DF",Bournemouth,28-089,1997.0,33,29,"2,726",30.3,1,3,4,1,0,0,8,0,0.9,0.9,4.1,5.0,33,152,48,0.03,0.1,0.13,0.03,0.13,0.03,0.14,0.17,0.03,0.17,Matches
326,Lewis Dunk,engENG,DF,Brighton,33-163,1991.0,24,22,"1,993",22.1,0,0,0,0,0,0,5,0,0.8,0.8,0.5,1.3,20,142,3,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
327,Lewis Hall,engENG,DF,Newcastle Utd,20-237,2004.0,27,24,"2,189",24.3,0,4,4,0,0,0,3,0,0.4,0.4,4.3,4.7,41,123,80,0.0,0.16,0.16,0.0,0.16,0.02,0.18,0.19,0.02,0.19,Matches
328,Lewis Miley,engENG,MF,Newcastle Utd,19-002,2006.0,12,1,249,2.8,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.6,2,14,7,0.36,0.0,0.36,0.36,0.36,0.2,0.01,0.21,0.2,0.21,Matches
329,Lewis Orford,engENG,MF,West Ham,19-074,2006.0,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches
330,Liam Delap,engENG,FW,Ipswich Town,22-084,2003.0,33,30,"2,424",26.9,12,2,14,10,2,2,9,0,9.1,7.5,1.9,9.4,59,30,104,0.45,0.07,0.52,0.37,0.45,0.34,0.07,0.41,0.28,0.35,Matches
331,Lisandro Martínez,arARG,DF,Manchester Utd,27-105,1998.0,20,20,"1,751",19.5,2,1,3,2,0,0,7,0,1.3,1.3,1.1,2.4,23,117,7,0.1,0.05,0.15,0.1,0.15,0.07,0.06,0.13,0.07,0.13,Matches
332,Lloyd Kelly,engENG,DF,Newcastle Utd,26-209,1998.0,10,4,303,3.4,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.9,0,9,5,0.0,0.3,0.3,0.0,0.3,0.12,0.14,0.26,0.12,0.26,Matches
333,Lucas Bergvall,seSWE,MF,Tottenham,19-090,2006.0,27,11,"1,212",13.5,0,1,1,0,0,0,3,0,0.7,0.7,0.6,1.3,33,49,31,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.09,0.05,0.09,Matches
334,Lucas Digne,frFRA,DF,Aston Villa,31-287,1993.0,30,27,"2,241",24.9,0,4,4,0,0,0,4,0,0.8,0.8,4.4,5.1,23,54,140,0.0,0.16,0.16,0.0,0.16,0.03,0.17,0.21,0.03,0.21,Matches
335,Lucas Paquetá,brBRA,"MF,FW",West Ham,27-249,1997.0,30,26,"2,257",25.1,4,0,4,2,2,2,8,0,5.2,3.6,3.0,6.6,20,140,82,0.16,0.0,0.16,0.08,0.08,0.21,0.12,0.33,0.14,0.27,Matches
336,Luis Díaz,coCOL,FW,Liverpool,28-110,1997.0,33,26,"2,225",24.7,12,5,17,12,0,0,2,0,10.0,10.0,4.9,14.9,103,103,269,0.49,0.2,0.69,0.49,0.69,0.4,0.2,0.6,0.4,0.6,Matches
337,Luis Guilherme,brBRA,"MF,FW",West Ham,19-083,2006.0,11,1,138,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,3,13,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.24,0.19,0.24,Matches
338,Luis Sinisterra,coCOL,"FW,MF",Bournemouth,25-320,1999.0,12,1,236,2.6,1,1,2,1,0,0,0,0,1.2,1.2,1.4,2.6,19,6,38,0.38,0.38,0.76,0.38,0.76,0.46,0.54,1.0,0.46,1.0,Matches
339,Luke Shaw,engENG,DF,Manchester Utd,29-295,1995.0,4,1,173,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,6,18,7,0.0,0.0,0.0,0.0,0.0,0.02,0.37,0.38,0.02,0.38,Matches
340,Luke Thomas,engENG,DF,Leicester City,23-327,2001.0,10,9,783,8.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,3,26,9,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
341,Luke Woolfenden,engENG,DF,Ipswich Town,26-194,1998.0,14,11,"1,097",12.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,7,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
342,Mads Hermansen,dkDEN,GK,Leicester City,24-296,2000.0,27,27,"2,385",26.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
343,Mads Roerslev,dkDEN,DF,Brentford,25-313,1999.0,19,11,"1,101",12.2,0,2,2,0,0,0,2,0,0.2,0.2,3.0,3.2,17,51,54,0.0,0.16,0.16,0.0,0.16,0.02,0.24,0.26,0.02,0.26,Matches
344,Malo Gusto,frFRA,DF,Chelsea,21-349,2003.0,28,19,"1,819",20.2,0,1,1,0,0,0,4,0,1.7,1.7,1.2,2.9,48,118,84,0.0,0.05,0.05,0.0,0.05,0.08,0.06,0.15,0.08,0.15,Matches
345,Manuel Akanji,chSUI,DF,Manchester City,29-288,1995.0,23,20,"1,744",19.4,0,0,0,0,0,0,3,0,0.7,0.7,0.4,1.1,38,138,6,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
346,Manuel Ugarte Ribeiro,uyURU,MF,Manchester Utd,24-022,2001.0,26,20,"1,616",18.0,1,1,2,1,0,0,9,0,1.0,1.0,1.1,2.0,12,55,19,0.06,0.06,0.11,0.06,0.11,0.05,0.06,0.11,0.05,0.11,Matches
347,Marc Cucurella,esESP,DF,Chelsea,26-285,1998.0,32,29,"2,628",29.2,4,1,5,4,0,0,10,1,2.6,2.6,1.9,4.5,30,104,108,0.14,0.03,0.17,0.14,0.17,0.09,0.06,0.15,0.09,0.15,Matches
348,Marc Guiu,esESP,FW,Chelsea,19-119,2006.0,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
349,Marc Guéhi,engENG,DF,Crystal Palace,24-294,2000.0,32,32,"2,879",32.0,3,2,5,3,0,0,9,1,1.9,1.9,1.2,3.1,22,126,8,0.09,0.06,0.16,0.09,0.16,0.06,0.04,0.1,0.06,0.1,Matches
350,Marco Asensio,esESP,"MF,FW",Aston Villa,29-102,1996.0,9,5,481,5.3,3,1,4,3,0,2,1,0,4.2,2.6,0.8,3.4,15,31,23,0.56,0.19,0.75,0.56,0.75,0.78,0.15,0.93,0.49,0.64,Matches
351,Marcos Senesi,arARG,DF,Bournemouth,27-358,1997.0,15,12,"1,014",11.3,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1.0,12,51,5,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches
352,Marcus Harness,engENG,MF,Ipswich Town,29-068,1996.0,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
353,Marcus Rashford,engENG,FW,Aston Villa,27-184,1997.0,10,4,444,4.9,2,2,4,1,1,1,0,0,3.1,2.3,2.3,4.5,22,13,42,0.41,0.41,0.81,0.2,0.61,0.62,0.46,1.08,0.46,0.92,Matches
354,Marcus Rashford,engENG,"FW,MF",Manchester Utd,27-184,1997.0,15,12,978,10.9,4,1,5,4,0,0,2,0,1.7,1.7,2.1,3.8,20,21,79,0.37,0.09,0.46,0.37,0.46,0.16,0.19,0.35,0.16,0.35,Matches
355,Marcus Tavernier,engENG,"FW,MF",Bournemouth,26-042,1999.0,25,16,"1,580",17.6,3,5,8,3,0,0,5,0,5.2,5.2,2.8,8.1,39,99,103,0.17,0.28,0.46,0.17,0.46,0.3,0.16,0.46,0.3,0.46,Matches
356,Mario Lemina,gaGAB,"MF,DF",Wolves,31-244,1993.0,17,15,"1,364",15.2,1,3,4,1,0,0,4,0,1.4,1.4,1.1,2.5,8,48,21,0.07,0.2,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17,Matches
357,Mark Flekken,nlNED,GK,Brentford,31-324,1993.0,33,33,"2,915",32.4,0,2,2,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.0,0.06,0.06,0.0,0.06,0.0,0.02,0.02,0.0,0.02,Matches
358,Mark Travers,ieIRL,GK,Bournemouth,25-350,1999.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
359,Marshall Munetsi,zwZIM,"MF,FW",Wolves,28-315,1996.0,11,10,878,9.8,1,1,2,1,0,0,0,0,3.0,3.0,1.5,4.5,7,8,26,0.1,0.1,0.21,0.1,0.21,0.31,0.15,0.46,0.31,0.46,Matches
360,Martial Godo,engENG,FW,Fulham,22-050,2003.0,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
361,Martin Dúbravka,skSVK,GK,Newcastle Utd,36-108,1989.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
362,Martin Ødegaard,noNOR,MF,Arsenal,26-137,1998.0,26,23,"2,040",22.7,2,6,8,1,1,1,4,0,4.4,3.7,4.6,8.2,79,231,142,0.09,0.26,0.35,0.04,0.31,0.2,0.2,0.4,0.16,0.36,Matches
363,Mason Holgate,engENG,"FW,DF",Everton,28-193,1996.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
364,Mason Mount,engENG,"MF,FW",Manchester Utd,26-113,1999.0,13,4,374,4.2,0,0,0,0,0,0,3,0,1.5,1.5,0.2,1.7,9,18,20,0.0,0.0,0.0,0.0,0.0,0.35,0.05,0.4,0.35,0.4,Matches
365,Massimo Luongo,auAUS,MF,Ipswich Town,32-220,1992.0,9,2,196,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
366,Mateo Kovačić,hrCRO,MF,Manchester City,30-362,1994.0,29,23,"2,049",22.8,6,1,7,6,0,0,5,0,1.7,1.7,3.6,5.3,52,149,15,0.26,0.04,0.31,0.26,0.31,0.08,0.16,0.23,0.08,0.23,Matches
367,Mateus Fernandes,ptPOR,MF,Southampton,20-297,2004.0,32,30,"2,584",28.7,2,3,5,2,0,0,8,0,3.7,3.7,2.6,6.3,72,130,99,0.07,0.1,0.17,0.07,0.17,0.13,0.09,0.22,0.13,0.22,Matches
368,Matheus Cunha,brBRA,"MF,FW",Wolves,25-341,1999.0,30,27,"2,425",26.9,15,6,21,15,0,0,3,0,7.9,7.9,7.3,15.2,104,131,147,0.56,0.22,0.78,0.56,0.78,0.29,0.27,0.57,0.29,0.57,Matches
369,Matheus França,brBRA,"FW,MF",Crystal Palace,21-032,2004.0,2,0,26,0.3,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,2,2,3.46,0.0,3.46,3.46,3.46,0.43,0.0,0.43,0.43,0.43,Matches
370,Matheus Nunes,ptPOR,"DF,MF",Manchester City,26-249,1998.0,24,17,"1,494",16.6,1,5,6,1,0,0,4,0,0.9,0.9,4.2,5.1,59,69,156,0.06,0.3,0.36,0.06,0.36,0.05,0.25,0.31,0.05,0.31,Matches
371,Mathias Jensen,dkDEN,MF,Brentford,29-122,1996.0,20,8,793,8.8,0,2,2,0,0,0,2,0,0.2,0.2,1.6,1.8,6,55,26,0.0,0.23,0.23,0.0,0.23,0.03,0.18,0.21,0.03,0.21,Matches
372,Mathis Amougou,frFRA,MF,Chelsea,19-105,2006.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
373,Mathys Tel,frFRA,FW,Tottenham,20-006,2005.0,9,7,559,6.2,2,0,2,1,1,1,0,0,2.2,1.4,0.9,2.3,16,13,50,0.32,0.0,0.32,0.16,0.16,0.35,0.15,0.5,0.22,0.37,Matches
374,Mats Wieffer,nlNED,"MF,DF",Brighton,25-168,1999.0,21,6,692,7.7,1,2,3,1,0,0,4,0,0.7,0.7,1.3,2.1,12,49,17,0.13,0.26,0.39,0.13,0.39,0.1,0.17,0.27,0.1,0.27,Matches
375,Matt Doherty,ieIRL,DF,Wolves,33-107,1992.0,28,23,"1,965",21.8,2,1,3,2,0,0,6,0,1.0,1.0,1.5,2.5,29,76,40,0.09,0.05,0.14,0.09,0.14,0.05,0.07,0.12,0.05,0.12,Matches
376,Matt O'Riley,dkDEN,MF,Brighton,24-163,2000.0,17,9,758,8.4,1,1,2,1,0,0,1,0,2.0,2.0,1.5,3.5,17,33,45,0.12,0.12,0.24,0.12,0.24,0.23,0.18,0.41,0.23,0.41,Matches
377,Matt Targett,engENG,DF,Newcastle Utd,29-227,1995.0,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
378,Matthijs de Ligt,nlNED,DF,Manchester Utd,25-264,1999.0,28,24,"2,089",23.2,2,0,2,2,0,0,3,0,2.5,2.5,0.3,2.8,7,55,6,0.09,0.0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12,Matches
379,Matty Cash,plPOL,DF,Aston Villa,27-269,1997.0,23,20,"1,710",19.0,1,1,2,1,0,0,6,0,0.3,0.3,1.1,1.4,44,38,70,0.05,0.05,0.11,0.05,0.11,0.02,0.06,0.07,0.02,0.07,Matches
380,Matz Sels,beBEL,GK,Nott'ham Forest,33-066,1992.0,34,34,"3,060",34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
381,Max Aarons,engENG,DF,Bournemouth,25-119,2000.0,3,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
382,Max Kilman,engENG,DF,West Ham,27-345,1997.0,34,34,"2,988",33.2,0,1,1,0,0,0,4,0,1.4,1.4,1.2,2.6,29,106,6,0.0,0.03,0.03,0.0,0.03,0.04,0.04,0.08,0.04,0.08,Matches
383,Maxence Lacroix,frFRA,DF,Crystal Palace,25-027,2000.0,31,31,"2,756",30.6,1,1,2,1,0,0,5,0,2.8,2.8,0.8,3.6,8,59,7,0.03,0.03,0.07,0.03,0.07,0.09,0.02,0.12,0.09,0.12,Matches
384,Maxwel Cornet,ciCIV,FW,Southampton,28-218,1996.0,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches
385,Michael Kayode,itITA,DF,Brentford,20-297,2004.0,8,2,211,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,4,2,11,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.1,0.03,0.1,Matches
386,Michael Keane,engENG,DF,Everton,32-112,1993.0,11,9,852,9.5,2,0,2,2,0,0,5,0,0.4,0.4,0.1,0.5,1,12,3,0.21,0.0,0.21,0.21,0.21,0.05,0.01,0.06,0.05,0.06,Matches
387,Michail Antonio,jmJAM,FW,West Ham,35-036,1990.0,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches
388,Micky van de Ven,nlNED,DF,Tottenham,24-014,2001.0,12,11,950,10.6,0,2,2,0,0,0,4,0,0.6,0.6,1.2,1.7,8,51,1,0.0,0.19,0.19,0.0,0.19,0.05,0.11,0.16,0.05,0.16,Matches
389,Miguel Almirón,pyPAR,FW,Newcastle Utd,31-082,1994.0,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,3,6,18,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.45,0.3,0.45,Matches
390,Mikel Merino,esESP,"MF,FW",Arsenal,28-315,1996.0,25,15,"1,401",15.6,6,2,8,6,0,0,2,0,4.4,4.4,1.9,6.3,9,61,86,0.39,0.13,0.51,0.39,0.51,0.28,0.12,0.4,0.28,0.4,Matches
391,Mikey Moore,engENG,"FW,MF",Tottenham,17-265,2007.0,7,2,185,2.1,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,9,7,30,0.0,0.49,0.49,0.0,0.49,0.1,0.16,0.26,0.1,0.26,Matches
392,Mikkel Damsgaard,dkDEN,"MF,FW",Brentford,24-304,2000.0,34,30,"2,578",28.6,2,10,12,2,0,0,2,0,2.6,2.6,7.6,10.2,63,209,117,0.07,0.35,0.42,0.07,0.42,0.09,0.26,0.36,0.09,0.36,Matches
393,Milos Kerkez,huHUN,DF,Bournemouth,21-177,2003.0,34,34,"2,987",33.2,2,5,7,2,0,0,4,0,0.5,0.5,3.4,3.9,93,143,163,0.06,0.15,0.21,0.06,0.21,0.02,0.1,0.12,0.01,0.12,Matches
394,Mohamed Salah,egEGY,FW,Liverpool,32-322,1992.0,34,34,"3,011",33.5,28,18,46,19,9,9,1,0,23.9,16.9,12.8,29.7,142,129,425,0.84,0.54,1.37,0.57,1.11,0.71,0.38,1.1,0.5,0.89,Matches
395,Mohammed Kudus,ghGHA,"FW,MF",West Ham,24-274,2000.0,28,28,"2,331",25.9,4,2,6,4,0,0,1,1,6.5,6.5,2.3,8.8,88,74,194,0.15,0.08,0.23,0.15,0.23,0.25,0.09,0.34,0.25,0.34,Matches
396,Moisés Caicedo,ecECU,MF,Chelsea,23-182,2001.0,34,34,"2,991",33.2,1,2,3,1,0,0,10,0,0.8,0.8,2.9,3.7,38,194,33,0.03,0.06,0.09,0.03,0.09,0.02,0.09,0.11,0.02,0.11,Matches
397,Morato,brBRA,DF,Nott'ham Forest,23-307,2001.0,23,5,799,8.9,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0,14,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
398,Morgan Gibbs-White,engENG,MF,Nott'ham Forest,25-096,2000.0,30,30,"2,451",27.2,5,7,12,5,0,0,10,1,4.7,4.7,4.5,9.2,63,145,116,0.18,0.26,0.44,0.18,0.44,0.17,0.16,0.34,0.17,0.34,Matches
399,Morgan Rogers,engENG,"FW,MF",Aston Villa,22-281,2002.0,33,33,"2,763",30.7,8,8,16,8,0,0,9,0,6.1,6.1,6.9,13.0,102,113,171,0.26,0.26,0.52,0.26,0.52,0.2,0.22,0.42,0.2,0.42,Matches
400,Murillo,brBRA,DF,Nott'ham Forest,22-303,2002.0,33,33,"2,928",32.5,1,0,1,1,0,0,5,0,1.4,1.4,1.1,2.4,20,102,5,0.03,0.0,0.03,0.03,0.03,0.04,0.03,0.07,0.04,0.07,Matches
401,Mykhailo Mudryk,uaUKR,FW,Chelsea,24-118,2001.0,7,1,151,1.7,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.2,7,5,12,0.0,0.0,0.0,0.0,0.0,0.15,0.58,0.73,0.15,0.73,Matches
402,Myles Lewis-Skelly,engENG,DF,Arsenal,18-219,2006.0,19,12,"1,078",12.0,1,0,1,1,0,0,2,2,0.1,0.1,0.3,0.5,29,57,32,0.08,0.0,0.08,0.08,0.08,0.01,0.03,0.04,0.01,0.04,Matches
403,Nasser Djiga,bfBFA,"DF,FW",Wolves,22-169,2002.0,4,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
404,Nathan Aké,nlNED,DF,Manchester City,30-074,1995.0,10,8,678,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,12,50,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
405,Nathan Broadhead,wlsWAL,"MF,FW",Ipswich Town,27-028,1998.0,16,6,605,6.7,1,0,1,1,0,0,1,0,1.5,1.5,0.6,2.1,17,12,27,0.15,0.0,0.15,0.15,0.15,0.22,0.1,0.32,0.22,0.32,Matches
406,Nathan Butler-Oyedeji,engENG,FW,Arsenal,22-119,2003.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.94,0.94,0.94,Matches
407,Nathan Collins,ieIRL,DF,Brentford,24-003,2001.0,34,34,"3,060",34.0,2,3,5,2,0,0,5,0,2.5,2.5,1.8,4.3,28,113,18,0.06,0.09,0.15,0.06,0.15,0.07,0.05,0.13,0.07,0.13,Matches
408,Nathan Patterson,sctSCO,DF,Everton,23-199,2001.0,9,2,266,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,5,9,10,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.14,0.02,0.14,Matches
409,Nathan Wood-Gordon,engENG,DF,Southampton,22-337,2002.0,9,7,624,6.9,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,2,17,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,Matches
410,Nathaniel Clyne,engENG,"DF,MF",Crystal Palace,34-028,1991.0,13,5,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
411,Neco Williams,wlsWAL,DF,Nott'ham Forest,24-020,2001.0,31,24,"2,234",24.8,1,2,3,1,0,0,6,0,2.2,2.2,1.5,3.6,57,76,82,0.04,0.08,0.12,0.04,0.12,0.09,0.06,0.15,0.09,0.15,Matches
412,Neto,brBRA,GK,Bournemouth,35-288,1989.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
413,Nick Pope,engENG,GK,Newcastle Utd,33-014,1992.0,24,24,"2,160",24.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
414,Niclas Füllkrug,deGER,FW,West Ham,32-083,1993.0,14,4,589,6.5,3,2,5,3,0,0,2,0,1.9,1.9,1.9,3.8,6,9,21,0.46,0.31,0.76,0.46,0.76,0.29,0.29,0.58,0.29,0.58,Matches
415,Nico O’Reilly,engENG,DF,Manchester City,20-043,2005.0,8,6,513,5.7,2,0,2,2,0,0,0,0,1.3,1.3,0.4,1.6,16,17,25,0.35,0.0,0.35,0.35,0.35,0.23,0.06,0.29,0.23,0.29,Matches
416,Nicolas Jackson,snSEN,FW,Chelsea,23-317,2001.0,28,26,"2,114",23.5,10,5,15,10,0,0,7,0,12.2,12.2,4.3,16.5,46,37,125,0.43,0.21,0.64,0.43,0.64,0.52,0.18,0.7,0.52,0.7,Matches
417,Nicolás Domínguez,arARG,"MF,FW",Nott'ham Forest,26-309,1998.0,30,19,"1,669",18.5,0,1,1,0,0,0,8,0,1.4,1.4,1.3,2.7,12,66,26,0.0,0.05,0.05,0.0,0.05,0.08,0.07,0.15,0.08,0.15,Matches
418,Nicolás González,esESP,MF,Manchester City,23-120,2002.0,9,8,648,7.2,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.3,5,46,10,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
419,Nikola Milenković,rsSRB,DF,Nott'ham Forest,27-203,1997.0,33,33,"2,970",33.0,4,2,6,4,0,0,4,0,3.6,3.6,1.0,4.6,3,49,6,0.12,0.06,0.18,0.12,0.18,0.11,0.03,0.14,0.11,0.14,Matches
420,Noni Madueke,engENG,FW,Chelsea,23-054,2002.0,28,23,"1,723",19.1,7,3,10,7,0,0,3,0,8.2,8.2,3.9,12.1,133,63,208,0.37,0.16,0.52,0.37,0.52,0.43,0.2,0.63,0.43,0.63,Matches
421,Noussair Mazraoui,maMAR,DF,Manchester Utd,27-170,1997.0,34,31,"2,639",29.3,0,1,1,0,0,0,2,0,0.7,0.7,1.3,2.0,37,102,51,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07,Matches
422,Nélson Semedo,ptPOR,DF,Wolves,31-168,1993.0,31,30,"2,661",29.6,0,4,4,0,0,0,7,0,0.8,0.8,2.7,3.5,61,70,109,0.0,0.14,0.14,0.0,0.14,0.03,0.09,0.12,0.03,0.12,Matches
